StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,info,consent,age,gender,gender_3_TEXT,nationality,education,education_6_TEXT,religion,religion_7_TEXT,Q171_1,confirm_country,tr_Ju1,tr_reason,tr_conf1,tr_ca1,tr_still1,tr_ca_reason1,tr_ca2,tr_still2,tr_ca_reason2,tr_ca3,tr_still3,tr_ca_reason3,tr_CS,tr_reason_CS,tr_ju2,tr_conf2,tr_chmind,tr_confused,tr_irritated,tr_based_reason,tr_based_gut,pr_Ju1,pr_reason,pr_conf1,pr_ca1,pr_still1,pr_ca_reason1,pr_ca2,pr_still2,pr_ca_reason2,pr_ca_3,pr_still3,pr_ca_reason3,pr_CS,pr_CS_reason,pr_Ju2,pr_conf2,pr_chmind,pr_confused,pr_irritated,pr_based_reason,pr_based_gut,hz_ju1,hz_reason,hz_conf1,hz_ca1,hz_still1,hz_ca_reason1,hz_ca2,hz_still2,hz_ca_reason2,hz_ca3,hz_still3,hz_ca_reason3,hz_CS,hz_reason_CS,HZ_ju2,hz_conf2,hz_chmind,hz_confused,hz_irritated,hz_based_reason,hz_based_gut,ca_ju1,ca_reason,ca_conf1,ca_ca1,ca_still1,ca_ca_reason1,ca_ca2,ca_still2,ca_ca_reason2,ca_ca3,ca_still3,ca_ca_reason3,ca_CS,ca_reason_CS,ca_ju2,ca_conf2,ca_chmind,ca_confused,ca_irritated,ca_based_reason,ca_based_gut,MLQ1,MLQ2,MLQ3,MLQ4,MLQ5,MLQ6,MLQ7,MLQ8,MLQ9,Q146,ICS1,ICS2,ICS3,ICS4,ICS5,ICS6,ICS7,ICS8,ICS9,ICS10,ICS11,ICS12,ICE13,ICS14,ICS15,ICS16
2020-11-12 14:20:32,2020-11-12 14:25:35,IP Address,94.204.162.189,100,303,True,2020-11-12 14:25:37,R_263aQ1nvGIA1gUX,,,,,25.2633056640625,55.3087005615234375,anonymous,EN,Select to continue,Yes,33,Female,,Philippines,Bachelor's degree,,Christianity,,79,I am not from either of these regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-12 13:50:45,2020-11-12 15:17:01,IP Address,68.205.162.252,100,5175,True,2020-11-12 15:17:03,R_22SvJkcKrfdwvmq,,,,,29.1383056640625,-80.99559783935546875,anonymous,EN,Select to continue,Yes,68,Female,,"Syrian /American ",Bachelor's degree,,Islam,,70,I am from a country in the Middle East,1 Morally wrong,This is an intended killing,7 Extremely confident,No,Yes,Yes I have a reason,No,Yes,Yes I have a reason,No,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,"Pushing the man is a crime ",1 Morally wrong,7 Extremely Confident,1 Not at all,1 Not at all,1 Not at all,7 Extremely,1 Not at all,4 Neutral,Keeping a promise to a dead person is important but if it affects the living of a live person it is better to keep the live of the living one,4 Neutral,Yes,No,Yes I have a reason,Yes,No,Yes I have a resaon,Yes,No,Yes I have a reason,There is nothing wrong,,4 Neutral,7 Extremely Confident,1 Not at all,1 Not at all,1 Not at all,7 Extremely,1 Not at all,1 Morally wrong,"The druggist is greedy because he overpriced the drug ",4 Neutral,Yes,Yes,Yes I have a reason,No,Yes,Yes I have a resaon,No,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,"Heinz had half the price of the drug , but the druggist asked for 10 times the drug's value , should he be fair and not greedy Heinz could be able to get it and not to steal it",1 Morally wrong,4 Neutral,1 Not at all,1 Not at all,1 Not at all,7 Extremely,1 Not at all,1 Morally wrong,"It's a being which died and deserved a burial ",7 Extremely confident,No,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,No,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,"The dog died of an accident and deserves a burial, in addition that dogs are not for eating, if they are so then the family would butcher it and not wait until it is accidentally dead ",1 Morally wrong,7 Extremely Confident,1 Not at all,1 Not at all,1 Not at all,7 Extremely,1 Not at all,5,7 Strongly agree,7 Strongly agree,7 Strongly agree,6,5,7 Strongly agree,7 Strongly agree,1 Strongly disagree,1 Strongly disagree,7,5,5,5,9 Always or definitely yes,9 Always or definitely yes,7,7,9 Always or definitely yes,5,9 Always or definitely yes,1 Never or definitely no,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes
2020-11-12 15:13:01,2020-11-12 15:41:26,IP Address,196.53.77.187,100,1704,True,2020-11-12 15:41:26,R_2f70ChGY0TFXnR4,,,,,40.7126007080078125,-74.00659942626953125,anonymous,EN,Select to continue,Yes,20,Male,,Syrian,High School,,Islam,,70,I am from a country in the Middle East,4 Neutral,It’s still a life that had gone away and a family or maybe kids with this fat man,4 Neutral,No,No,Unsure,No,No,Unsure,Yes,No,Unsure,There is nothing wrong,,4 Neutral,4 Neutral,2,4,1 Not at all,4,4,4 Neutral,"The dead people can’t feel us by their grave but they will always be in our heart ",6,Yes,No,Yes I have a reason,Yes,No,Yes I have a resaon,Yes,No,Yes I have a reason,There is nothing wrong,,7 Morally right,6,1 Not at all,1 Not at all,1 Not at all,6,2,2,There’s a lot of possibilities to get money and stealing not one of them,6,Yes,Yes,Yes I have a reason,No,Yes,Yes I have a resaon,No,Yes,Yes I have a reason,There is nothing wrong,,5,6,1 Not at all,1 Not at all,1 Not at all,4,2,1 Morally wrong,Because it’s dog meat!! Like eww,6,Yes,No,Yes I have a reason,Yes,No,Yes I have a reason,No,No,Yes I have a reason,It is wrong and I can provide a valid reason,It’s dog meat!!!!,4 Neutral,6,1 Not at all,2,5,5,5,4,7 Strongly agree,4,1 Strongly disagree,2,1 Strongly disagree,4,4,7 Strongly agree,4,6,7,6,5,6,7,4,3,8,6,4,1 Never or definitely no,9 Always or definitely yes,9 Always or definitely yes,8,8
2020-11-12 20:11:08,2020-11-12 20:40:22,IP Address,202.185.39.82,100,1753,True,2020-11-12 20:40:25,R_1mKLSnnGonYb3SY,,,,,3.1071014404296875,101.6138916015625,anonymous,EN,Select to continue,Yes,22,Female,,Syrian / Syria,Bachelor's degree,,Islam,,39,I am from a country in the Middle East,1 Morally wrong,You can’t save five people’s life by killing one person. This fat person has the right to live too!,7 Extremely confident,No,Yes,Yes I have a reason,No,Yes,Yes I have a reason,No,Yes,Yes I have a reason,It is wrong but I can not think of a reason,,3,6,1 Not at all,1 Not at all,5,6,4,2,"In my opinion, he should cisit his mother’s grave not only because of his promise. As Islam taught us we should visit them to make dua’ and pray and to strengthen our relationship with God by keeping in mind that at the end we all belong and return to him.",7 Extremely confident,No,Yes,Yes I have a reason,Yes,No,Unsure,No,Yes,Unsure,It is wrong and I can provide a valid reason,"In my point of view, to move forward we need to remember our loved ones who took care of us. ",3,5,2,2,2,6,2,1 Morally wrong,"People who take drugs can be dangerous in some cases where they can harm others because they are not aware and conscious. For that, in my opinion, I believe it’s morally wrong.",6,No,Yes,Yes I have a reason,Yes,No,Yes I have a resaon,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,"I believe when people get anxious and scared because of death issues meanwhile they think that they have solutions, their behavior and their attitude may change. As a result, human can do anything to save their loved ones.",3,4 Neutral,1 Not at all,2,1 Not at all,7 Extremely,2,3,"For me personally, I can’t eat the meat of my pet because I loved them!",7 Extremely confident,No,Yes,No I do not have a reason,Yes,No,No i do not have a reason,No,No,Unsure,It is wrong but I can not think of a reason,,3,5,4,2,5,7 Extremely,4,4,7 Strongly agree,4,3,5,4,3,3,2,7 Strongly agree,4,9 Always or definitely yes,4,8,9 Always or definitely yes,4,7,8,9 Always or definitely yes,2,1 Never or definitely no,3,5,3,7,8
2020-11-12 21:35:33,2020-11-12 22:21:44,IP Address,89.200.219.171,100,2770,True,2020-11-12 22:21:45,R_3qPswtMQSwtcNFp,,,,,36.894805908203125,34.66510009765625,anonymous,EN,Select to continue,Yes,36,Male,,Syrian / Syria,Master's degree,,Islam,,83,I am from a country in the Middle East,4 Neutral,I can't judge,4 Neutral,No,Yes,Unsure,No,Yes,Unsure,Yes,Yes,Unsure,It is wrong but I can not think of a reason,,4 Neutral,4 Neutral,4,6,6,3,4,3,He must pay his own promise,5,No,Yes,Unsure,Yes,Yes,Unsure,Yes,Yes,Unsure,There is nothing wrong,,3,5,3,3,4,3,6,1 Morally wrong,"He discovered the medicine and want to make money, and can make it from other patients who can pay, and he can help, no excuse for not helping",4 Neutral,Yes,Yes,Unsure,No,Yes,Unsure,Yes,Yes,Unsure,It is wrong and I can provide a valid reason,"The drugist can at least sell with a price of cost + small percentage to make money, especially the patient is poor",3,6,3,5,5,5,5,1 Morally wrong,Do not eat dog,6,No,Yes,Unsure,Yes,Yes,Unsure,No,Yes,Unsure,It is wrong and I can provide a valid reason,.,1 Morally wrong,7 Extremely Confident,1 Not at all,1 Not at all,4,6,6,7 Strongly agree,4,6,4,5,5,6,5,5,5,8,8,9 Always or definitely yes,6,5,7,6,6,8,6,6,7,7,7,7,6
2020-11-12 23:50:10,2020-11-13 00:05:28,IP Address,109.177.193.237,100,917,True,2020-11-13 00:05:28,R_dmQQ3FbYOGldFvz,,,,,25.356903076171875,55.404998779296875,anonymous,EN,Select to continue,Yes,19,Female,,"Canadian ",High School,,Islam,,65,I am from a country in the Middle East,4 Neutral,It was self defense and he killed one person to save 5 but still that does not make it okay,2,Yes,No,No I do not have a reason,No,Yes,No I do not have a reason,Yes,Yes,No I do not have a reason,It is wrong but I can not think of a reason,,2,5,3,3,4,5,7 Extremely,2,"He promised his mother regardless of how busy he was, he should’ve set a little bit of time off to go visit",4 Neutral,No,Yes,Yes I have a reason,No,Yes,Yes I have a resaon,Yes,Yes,Yes I have a reason,It is wrong but I can not think of a reason,,2,5,4,5,1 Not at all,5,7 Extremely,2,"It’s wrong I don’t have any other reasons ",4 Neutral,Yes,Yes,No I do not have a reason,Yes,Yes,Unsure,Yes,Yes,No I do not have a reason,It is wrong but I can not think of a reason,,3,1 Extremely doubtful,6,6,6,1 Not at all,7 Extremely,1 Morally wrong,It’s their pet that died so why would they eat it they should’ve carried out a funeral or a grave for the dog not eat it,7 Extremely confident,No,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,"It’s their beloved pet of course it’s wrong to eat whatever the circumstances ",1 Morally wrong,7 Extremely Confident,1 Not at all,1 Not at all,6,7 Extremely,7 Extremely,5,7 Strongly agree,2,5,5,5,1 Strongly disagree,4,5,4,4,7,6,3,4,7,7,7,7,1 Never or definitely no,3,8,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,8
2020-11-13 00:24:08,2020-11-13 01:27:35,IP Address,51.158.181.118,100,3807,True,2020-11-13 01:27:35,R_22EpZ2hkoxtXGWv,,,,,48.8607025146484375,2.328094482421875,anonymous,EN,Select to continue,Yes,20,Male,,"Syrian ",High School,,Islam,,60,I am from a country in the Middle East,1 Morally wrong,It is not Paul's decision whether who dies or lives even if he have the power to do so,7 Extremely confident,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,"I think that you can't save lives by taking other's ",1 Morally wrong,7 Extremely Confident,1 Not at all,2,4,6,4,5,I dont think a normal or sensible mother would ask such thing so the son doesn't have to do so,6,Yes,Yes,Unsure,Yes,No,Unsure,Yes,No,Unsure,There is nothing wrong,,4 Neutral,5,1 Not at all,2,1 Not at all,5,5,2,I think from the beginning the monopoly of the druggist in this case and in general is a very wrong thing and should be called off,7 Extremely confident,Yes,No,Yes I have a reason,Yes,Yes,Yes I have a resaon,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,I dont think that the druggist should sell it at the price that he desires,2,6,1 Not at all,2,2,6,6,1 Morally wrong,"I just think it is a disgusting thing to do also dogs are pets and they are not to be eaten ",7 Extremely confident,No,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,No,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,"I did previously ",1 Morally wrong,7 Extremely Confident,1 Not at all,2,7 Extremely,6,7 Extremely,3,6,4,2,3,2,5,4,5,5,6,8,5,7,6,5,5,4,5,4,7,5,8,8,6,8
2020-11-13 03:22:58,2020-11-13 03:57:33,IP Address,2.50.91.111,100,2075,True,2020-11-13 03:57:34,R_PC0WM7MIj9VTf7b,,,,,25.2633056640625,55.3087005615234375,anonymous,EN,Select to continue,Yes,18,Male,,Sudan,High School,,Islam,,75,I am from a country in North Africa,5,Paul did save the 5 people however the fat man never chose to be pushed off so perhaps if Paul wanted to really save those people he would've jumped off the bridge to stop the trolley himself,5,Yes,No,Unsure,Yes,No,Unsure,Yes,No,No I do not have a reason,It is wrong and I can provide a valid reason,Although it was the only way to save it since Paul never asked the fat man if he can push him he killed him without providing context of why he's pushing him,4 Neutral,5,3,2,1 Not at all,5,4,4 Neutral,"Although it is somewhat understandable that James got busy. It is always possible to make time for some things with a high priority by sacrificing a bit of time from things that have less priority. Also, he made a promise to his dying mother and although she can't check if he has fulfilled his promise he shouldn't break it easily.",6,No,Yes,Yes I have a reason,Yes,Yes,Yes I have a resaon,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,"it is understandable that he was trying to get his life back to normal and he is free to deal with his grief in his own way. However, visiting his mother's grave was a promise James made to his mother on her deathbed and he should uphold it even if no one gets harmed if he doesn't. Also, I believe no matter how busy someone may get they can always make some time even if just a little as he could have visited his mother's grave for a brief amount of time and still upheld the promise.",3,6,3,1 Not at all,1 Not at all,6,2,2,"Although it might be true that it is the druggists' right to charge a bit extra on the drug to make profit. It is wrong to double what it cost to made them to make it as it would prevent those who need it from purchasing it. Furthermore, Heinz offered to pay the druggist the original price later but they rejected that.",6,Yes,Yes,Yes I have a reason,Yes,No,Yes I have a resaon,Yes,No,Yes I have a reason,It is wrong and I can provide a valid reason,"It was wrong of Heinz to break in to the druggist's store and steal but he needed the drug and the druggist wouldn't even agree to allowing Heinz to paying later and although the druggist is technically allowed to set any price he wants, products especially something crucial such as medicine should be priced appropriately to allow those who need it to at least have an option of buying it.",2,6,1 Not at all,2,1 Not at all,6,2,6,The dog had died and there was no risk of disease after cooking the dog thus they can eat it so that it's death isn't in vain,5,Yes,No,Yes I have a reason,Yes,No,Yes I have a reason,Yes,No,Yes I have a reason,There is nothing wrong,,6,5,1 Not at all,1 Not at all,1 Not at all,6,2,6,6,3,5,6,4,3,6,2,3,6,7,6,6,9 Always or definitely yes,7,6,8,4,3,4,2,6,5,4,7
2020-11-13 05:11:50,2020-11-13 05:12:30,IP Address,2.49.40.56,100,40,True,2020-11-13 05:12:31,R_1jZZnVxPz23r66x,,,,,25.2633056640625,55.3087005615234375,anonymous,EN,Select to continue,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-13 03:23:15,2020-11-13 06:46:15,IP Address,86.96.80.117,100,12180,True,2020-11-13 06:46:19,R_1MYbVBRfhQjTmo4,,,,,25.2633056640625,55.3087005615234375,anonymous,EN,Select to continue,Yes,46,Other (Please Specify),"Egypt ","Egypt ",Bachelor's degree,,Islam,,75,I am from a country in North Africa,1 Morally wrong,"He killed a person ",7 Extremely confident,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,"Destiny ",1 Morally wrong,7 Extremely Confident,1 Not at all,3,1 Not at all,7 Extremely,1 Not at all,2,He wouldn't promise her,1 Extremely Doubtful,Yes,No,Unsure,Yes,No,Yes I have a resaon,Yes,No,Yes I have a reason,It is wrong but I can not think of a reason,,4 Neutral,4 Neutral,5,4,1 Not at all,5,5,1 Morally wrong,"Has no Moral commitment ",6,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a resaon,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,"He could make compromise like let him pay later ",1 Morally wrong,7 Extremely,1 Not at all,7 Extremely,1 Not at all,6,2,1 Morally wrong,Pets are not to eat,7 Extremely confident,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,They have the right but that doesn't mean it is right for me,1 Morally wrong,4 Neutral,1 Not at all,4,3,6,6,7 Strongly agree,4,4,6,5,5,6,5,2,5,6,7,7,7,4,4,4,8,7,3,3,3,4,2,5,6
2020-11-13 07:09:29,2020-11-13 07:14:28,IP Address,178.247.95.187,100,298,True,2020-11-13 07:14:28,R_6im5Z1C3vdNlQrf,,,,,41.021392822265625,28.9947967529296875,anonymous,EN,Select to continue,Yes,,Male,,"Iraq ",High School,,Islam,,50,I am not from either of these regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-13 07:09:53,2020-11-13 07:29:29,IP Address,92.98.221.3,100,1175,True,2020-11-13 07:29:29,R_2X6Z9E6a3HQNBTE,,,,,25.2633056640625,55.3087005615234375,anonymous,EN,Select to continue,Yes,40,Male,,"Egypt ",Master's degree,,Islam,,20,I am from a country in the Middle East,1 Morally wrong,"He took a life deliberately ",7 Extremely confident,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,"He took the man’s life deliberately ",1 Morally wrong,7 Extremely Confident,1 Not at all,1 Not at all,1 Not at all,7 Extremely,1 Not at all,7 Morally Right,"Life will always keep us busy even from our loved ones, at deathbed promises must be made for the sake of the departing, but I’m sure his mother understands completely. ",7 Extremely confident,Yes,No,Yes I have a reason,Yes,No,Yes I have a resaon,Yes,No,Yes I have a reason,There is nothing wrong,,4 Neutral,4 Neutral,4,4,4,4,4,7 Morally Right,"He has the right to protect his business, and law is on his side ",7 Extremely confident,Yes,No,Yes I have a reason,Yes,No,Yes I have a resaon,Yes,No,Yes I have a reason,There is nothing wrong,,7 Morally right,7 Extremely,1 Not at all,1 Not at all,1 Not at all,7 Extremely,1 Not at all,1 Morally wrong,"It was a family member, can you eat your family ?!",7 Extremely confident,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,"A family member ",1 Morally wrong,7 Extremely Confident,1 Not at all,1 Not at all,7 Extremely,7 Extremely,1 Not at all,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,1 Strongly disagree,7 Strongly agree,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,5,9 Always or definitely yes,9 Always or definitely yes,1 Never or definitely no,1 Never or definitely no,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes
2020-11-13 07:39:14,2020-11-13 07:40:45,IP Address,213.205.241.58,100,91,True,2020-11-13 07:40:45,R_1IoAWbZUGAQY1TT,,,,,51.5128021240234375,-0.0637969970703125,anonymous,EN,Select to continue,Yes,19,Female,,United Kingdom,High School,,Prefer not to say,,0,I am not from either of these regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-13 07:18:13,2020-11-13 07:42:58,IP Address,86.98.145.6,100,1485,True,2020-11-13 07:42:58,R_3fiwIRpM4HJ07EZ,,,,,25.356903076171875,55.404998779296875,anonymous,EN,Select to continue,Yes,57,Male,,Kebanese,Bachelor's degree,,Christianity,,80,I am from a country in the Middle East,1 Morally wrong,Paul have no right to kill a person whatever the reason,7 Extremely confident,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,Paul have no right to kill the man whatever the reason for that,1 Morally wrong,7 Extremely Confident,1 Not at all,1 Not at all,1 Not at all,7 Extremely,1 Not at all,7 Morally Right,"He made his promise to please his mother, their nothing wrong in his actions.",7 Extremely confident,Yes,Yes,Yes I have a reason,Yes,No,Yes I have a resaon,Yes,No,Yes I have a reason,There is nothing wrong,,4 Neutral,7 Extremely Confident,1 Not at all,1 Not at all,1 Not at all,7 Extremely,1 Not at all,2,"As humans, when one is in need and we are in a position to help, we should do so without thinking about the material side.",7 Extremely confident,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a resaon,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,"Heinz offered to pay for the drug what the druggist has asked but in two installments, the drugguist should have accepted Heinz offer",2,7 Extremely,1 Not at all,1 Not at all,1 Not at all,7 Extremely,1 Not at all,1 Morally wrong,I consider dogs as a friends for humans hence we should not eat their meat,7 Extremely confident,No,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,Eating dog's meat is the same as eating human meat,1 Morally wrong,7 Extremely Confident,1 Not at all,1 Not at all,1 Not at all,7 Extremely,1 Not at all,6,6,6,7 Strongly agree,6,6,6,6,1 Strongly disagree,6,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,8,9 Always or definitely yes,9 Always or definitely yes,6,9 Always or definitely yes,9 Always or definitely yes,2,8,2,8,8,8,8
2020-11-13 07:52:38,2020-11-13 07:54:11,IP Address,213.127.116.77,100,92,True,2020-11-13 07:54:11,R_1q8P7fvgERgoWhK,,,,,52.3520050048828125,4.8383941650390625,anonymous,EN,Select to continue,Yes,21,Female,,"Portugal ",Bachelor's degree,,Christianity,,10,I am not from either of these regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-10 04:16:04,2020-11-13 08:38:25,IP Address,109.177.181.196,100,274940,True,2020-11-13 08:38:25,R_2axa41HPGCWuCl4,,,,,25.335693359375,55.395599365234375,anonymous,EN,Select to continue,Yes,19,Female,,Lebanon,High School,,Christianity,,67,I am from a country in the Middle East,5,he saved 5 people's lives but still killed one,5,Yes,Yes,Unsure,Yes,Yes,Unsure,Yes,Yes,Unsure,It is wrong but I can not think of a reason,,5,5,3,1 Not at all,2,6,4,5,James did not honor that promise,7 Extremely confident,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a resaon,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,It was still important to keep that promise,3,7 Extremely Confident,2,1 Not at all,5,2,7 Extremely,1 Morally wrong,A person's life is more important than money,7 Extremely confident,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a resaon,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,He favored income over a human life,1 Morally wrong,7 Extremely,1 Not at all,1 Not at all,7 Extremely,4,7 Extremely,1 Morally wrong,"Although it was their pet, the dog still deserved to die in peace without any tampering being done to the body",7 Extremely confident,No,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,The dog is a living being and should be treated with respect,1 Morally wrong,7 Extremely Confident,1 Not at all,1 Not at all,6,6,7 Extremely,7 Strongly agree,6,6,7 Strongly agree,7 Strongly agree,7 Strongly agree,6,6,1 Strongly disagree,6,7,8,8,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,1 Never or definitely no,1 Never or definitely no,1 Never or definitely no,1 Never or definitely no,3,2,5,9 Always or definitely yes
2020-11-13 09:36:42,2020-11-13 09:37:11,IP Address,2.50.91.111,100,29,True,2020-11-13 09:37:11,R_3mlQs38uYk0n1zH,,,,,25.2633056640625,55.3087005615234375,anonymous,EN,Select to continue,Yes,18,Male,,Sudanese,High School,,Other (Please Specify),"Irreligious ",,I am not from either of these regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-13 08:39:01,2020-11-13 09:37:53,IP Address,109.177.181.196,100,3531,True,2020-11-13 09:37:53,R_XkcZ3SWC08D4Uy5,,,,,25.335693359375,55.395599365234375,anonymous,EN,Select to continue,Yes,49,Female,,Lebanese,Bachelor's degree,,Christianity,,82,I am from a country in the Middle East,1 Morally wrong,"The guy's life is worth just as much as those five people, so why should he die?",7 Extremely confident,Yes,Yes,Yes I have a reason,No,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,"He killed a person in that process ",1 Morally wrong,5,1 Not at all,6,1 Not at all,7 Extremely,7 Extremely,4 Neutral,"It is not necessarily wrong because he has his circumstances ",5,Yes,No,Yes I have a reason,Yes,No,Yes I have a resaon,Yes,No,Yes I have a reason,There is nothing wrong,,5,7 Extremely Confident,1 Not at all,2,1 Not at all,7 Extremely,7 Extremely,1 Morally wrong,"He could have compromised with Heinz on the price, and saved his wife's life",7 Extremely confident,Yes,Yes,Yes I have a reason,Yes,Yes,Yes I have a resaon,Yes,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,"The druggist could have compromised with Heinz, and the robbery would not have happened in the first place",7 Morally right,7 Extremely,1 Not at all,3,1 Not at all,5,7 Extremely,1 Morally wrong,"The dog is like another family member, his body should be buried instead",7 Extremely confident,No,Yes,Yes I have a reason,Yes,Yes,Yes I have a reason,No,Yes,Yes I have a reason,It is wrong and I can provide a valid reason,Because they ate it,1 Morally wrong,7 Extremely Confident,1 Not at all,1 Not at all,5,7 Extremely,7 Extremely,7 Strongly agree,1 Strongly disagree,1 Strongly disagree,7 Strongly agree,7 Strongly agree,7 Strongly agree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,9 Always or definitely yes,5,5,5,3,9 Always or definitely yes,7,6,9 Always or definitely yes
